 Dist, Boug: comment                                           
   0.000          42.70
   5.000          33.78
  10.000          30.68
  15.000          28.31
  20.000          27.75
  25.000          28.35
  30.000          30.51
  35.000          35.18
  40.000          40.00
  45.000          42.32
  50.000          40.48
  55.000          36.84
  60.000          36.42
  65.000          39.90
  70.000          43.55
  75.000          40.85
  80.000          36.87
  85.000          32.95
  90.000          28.44
  95.000          26.20
 100.000          24.55
 105.000          22.50
 110.000          20.74
 115.000          20.35
 120.000          20.12
 125.000          20.97
 130.000          21.03
 135.000          19.43
 140.000          16.91
 145.000          14.32
 150.000          13.06
 155.000          10.79
 160.000           7.66
 165.000           4.66
 170.000           1.04
 175.000          -2.22
 180.000          -4.46
 185.000          -6.80
 190.000          -9.83
 195.000         -12.90
 200.000         -14.84
 205.000         -15.93
 210.000         -16.55
 215.000         -17.45
 220.000         -18.09
 225.000         -19.84
 230.000         -24.68
 235.000         -29.39
 240.000         -32.79
 245.000         -36.36
 250.000         -39.78
 255.000         -45.23
 260.000         -50.97
 265.000         -57.94
 270.000         -66.78
 275.000         -74.50
 280.000         -78.37
 285.000         -77.77
 290.000         -75.92
 295.000         -77.47
 300.000         -76.28
 305.000         -71.85
 310.000         -65.65
 315.000         -62.47
 320.000         -61.79
 325.000         -62.60
 330.000         -66.77
 335.000         -70.84
 340.000         -72.00
 345.000         -69.30
 350.000         -64.81
 355.000         -60.11
 360.000         -55.25
 365.000         -50.42
 370.000         -45.68
 375.000         -41.12
 380.000         -36.76
 385.000         -32.60
 390.000         -28.49
 395.000         -24.20
 400.000         -20.08
 405.000         -16.25
 410.000         -12.52
 415.000          -8.95
 420.000          -5.79
 425.000          -2.94
 430.000          -0.42
 435.000           1.13
 440.000           0.80
 445.000           0.27
 450.000          -0.82
 455.000          -2.19
 460.000          -3.78
 465.000          -6.00
 470.000          -8.32
 475.000         -10.44
 480.000         -12.46
 485.000         -14.64
 490.000         -16.72
 495.000         -18.61
 500.000         -20.11
 505.000         -22.68
 510.000         -25.07
 515.000         -26.56
 520.000         -28.21
 525.000         -28.62
 530.000         -27.55
 535.000         -28.34
 540.000         -29.49
 545.000         -29.88
 550.000         -27.79
 555.000         -24.94
 560.000         -21.42
 565.000         -20.70
 570.000         -18.78
 575.000         -17.49
 580.000         -16.63
 585.000         -14.76
 590.000         -14.20
 595.000         -13.53
 600.000         -12.92
 605.000         -12.35
 610.000         -11.53
 615.000         -10.90
 620.000         -10.49
 625.000          -9.99
 630.000          -9.28
 635.000          -8.28
 640.000          -7.35
 645.000          -6.34
 650.000          -5.37
 655.000          -4.21
 660.000          -3.72
 665.000          -3.63
 670.000          -3.27
 675.000          -2.78
 680.000          -1.69
 685.000          -0.66
 690.000           1.10
 695.000           4.38
 700.000           6.73
 705.000           6.99
 710.000           5.38
 715.000          -0.47
 720.000          -5.76
 725.000          -8.88
 730.000          -7.89
 735.000          -4.50
 740.000          -1.00
 745.000           0.55
 750.000           0.87
 755.000           2.16
 760.000           3.85
 765.000           4.79
 770.000           3.24
 775.000           2.51
 780.000           3.29
 785.000           5.41
 790.000           6.51
 795.000           4.84
 800.000           3.61
 805.000           3.41
 810.000           3.83
 815.000           4.93
 820.000           6.28
 825.000           6.06
 830.000           5.11
 835.000           3.33
 840.000           0.56
 845.000          -1.83
 850.000          -3.14
 855.000          -2.16
 860.000          -1.72
 865.000          -3.06
 870.000          -4.76
 875.000          -6.22
 880.000          -6.70
 885.000          -6.09
 890.000          -3.81
 895.000          -0.85
 900.000           2.57
 905.000           5.89
 910.000           7.88
 915.000           8.81
 920.000          10.94
 925.000          11.65
 930.000          10.90
 935.000          10.34
 940.000          11.79
 945.000          12.74
 950.000          12.83
 955.000          12.81
 960.000          12.81
 965.000          12.96
 970.000          13.57
 975.000          14.48
 980.000          14.87
 985.000          13.24
 990.000          11.12
 995.000           9.07
1000.000           7.73
1005.000           8.11
1010.000          10.54
1015.000          13.39
1020.000          14.20
1025.000          14.12
1030.000          13.90
1035.000          13.58
1040.000          13.32
1045.000          13.13
1050.000          13.03
1055.000          13.03
1060.000          13.38
1065.000          12.88
1070.000          11.53
