 Dist, Flow: comment                                           
   0.000          50.91
   5.000          51.58
  10.000          52.55
  15.000          53.03
  20.000          53.17
  25.000          53.25
  30.000          53.17
  35.000          53.71
  40.000          54.09
  45.000          53.84
  50.000          54.51
  55.000          55.53
  60.000          56.93
  65.000          59.86
  70.000          65.02
  75.000          67.36
  80.000          68.19
  85.000          69.31
  90.000          70.93
  95.000          72.98
 100.000          74.97
 105.000          78.77
 110.000          83.76
 115.000          87.27
 120.000          89.13
 125.000          91.93
 130.000          94.47
 135.000          95.63
 140.000          94.78
 145.000          93.98
 150.000          95.54
 155.000          97.53
 160.000          97.50
 165.000          98.11
 170.000          98.28
 175.000          98.15
 180.000          99.25
 185.000          99.85
 190.000          99.70
 195.000          98.22
 200.000          97.39
 205.000          97.62
 210.000          98.12
 215.000          97.42
 220.000          97.08
 225.000          93.80
 230.000          88.68
 235.000          80.90
 240.000          72.15
 245.000          65.94
 250.000          63.56
 255.000          61.56
 260.000          58.20
 265.000          57.30
 270.000          56.81
 275.000          55.46
 280.000          54.93
 285.000          55.01
 290.000          55.98
 295.000          55.47
 300.000          54.58
 305.000          54.48
 310.000          55.18
 315.000          54.94
 320.000          54.41
 325.000          54.05
 330.000          53.29
 335.000          52.43
 340.000          51.90
 345.000          51.59
 350.000          51.47
 355.000          51.42
 360.000          51.36
 365.000          51.29
 370.000          51.23
 375.000          51.16
 380.000          51.09
 385.000          51.01
 390.000          50.94
 395.000          50.92
 400.000          50.91
 405.000          50.89
 410.000          50.88
 415.000          50.88
 420.000          50.89
 425.000          50.92
 430.000          50.98
 435.000          51.09
 440.000          51.05
 445.000          50.99
 450.000          50.99
 455.000          51.02
 460.000          50.96
 465.000          50.92
 470.000          50.99
 475.000          51.22
 480.000          51.38
 485.000          51.61
 490.000          51.79
 495.000          51.76
 500.000          52.43
 505.000          52.68
 510.000          52.30
 515.000          53.80
 520.000          52.99
 525.000          53.60
 530.000          55.27
 535.000          55.50
 540.000          53.30
 545.000          51.85
 550.000          52.00
 555.000          52.71
 560.000          54.03
 565.000          53.73
 570.000          54.21
 575.000          55.30
 580.000          53.90
 585.000          56.31
 590.000          55.19
 595.000          54.63
 600.000          54.42
 605.000          54.13
 610.000          54.16
 615.000          54.18
 620.000          53.92
 625.000          53.69
 630.000          53.64
 635.000          53.85
 640.000          53.98
 645.000          54.19
 650.000          54.24
 655.000          54.22
 660.000          54.24
 665.000          54.36
 670.000          54.56
 675.000          54.70
 680.000          54.81
 685.000          55.07
 690.000          55.23
 695.000          55.63
 700.000          56.02
 705.000          56.43
 710.000          56.98
 715.000          57.70
 720.000          58.51
 725.000          59.57
 730.000          61.25
 735.000          63.25
 740.000          65.45
 745.000          67.07
 750.000          68.03
 755.000          69.06
 760.000          70.10
 765.000          71.18
 770.000          71.34
 775.000          71.36
 780.000          71.59
 785.000          72.21
 790.000          72.82
 795.000          72.23
 800.000          71.69
 805.000          71.53
 810.000          71.41
 815.000          71.38
 820.000          71.81
 825.000          71.93
 830.000          71.72
 835.000          71.46
 840.000          70.91
 845.000          70.36
 850.000          69.88
 855.000          70.14
 860.000          70.39
 865.000          70.04
 870.000          69.54
 875.000          69.18
 880.000          68.95
 885.000          68.75
 890.000          69.03
 895.000          69.34
 900.000          69.83
 905.000          70.64
 910.000          70.97
 915.000          70.81
 920.000          71.24
 925.000          71.52
 930.000          71.23
 935.000          70.82
 940.000          71.12
 945.000          71.34
 950.000          71.30
 955.000          71.18
 960.000          71.13
 965.000          71.06
 970.000          71.13
 975.000          71.34
 980.000          71.61
 985.000          71.42
 990.000          71.00
 995.000          70.57
1000.000          70.20
1005.000          70.07
1010.000          70.42
1015.000          71.12
1020.000          71.30
1025.000          71.18
1030.000          71.07
1035.000          70.99
1040.000          70.90
1045.000          70.84
1050.000          70.80
1055.000          70.75
1060.000          70.70
1065.000          70.64
1070.000          70.62
