  0.0000000E+00   2.670423      0.1591656    
   5.000000       2.562274      0.1475472    
   10.00000       2.504113      0.1194846    
   15.00000       2.480578      8.9801282E-02
   20.00000       2.478743      5.5002008E-02
   25.00000       2.447951      7.3123977E-02
   30.00000       2.436054      9.8840475E-02
   35.00000       2.433039      8.5641801E-02
   40.00000       2.384359      7.9290405E-02
   45.00000       2.370059      7.9367220E-02
   50.00000       2.352616      9.1015868E-02
   55.00000       2.309670      9.2872024E-02
   60.00000       2.321705      0.1176532    
   65.00000       2.249483      0.1145323    
   70.00000       2.196028      0.1155909    
   75.00000       2.144034      9.7431809E-02
   80.00000       2.213987      0.1130204    
   85.00000       2.207593      0.1074523    
   90.00000       2.247534      0.1059430    
   95.00000       2.263713      8.6880483E-02
   100.0000       2.329775      9.9115930E-02
   105.0000       2.325618      8.5594386E-02
   110.0000       2.356614      8.8496976E-02
   115.0000       2.395672      9.9333555E-02
   120.0000       2.424521      0.1082559    
   125.0000       2.450393      0.1133097    
   130.0000       2.479243      0.1148479    
   135.0000       2.506705      0.1109201    
   140.0000       2.537669      0.1024457    
   145.0000       2.573064      9.5416009E-02
   150.0000       2.604507      8.9480482E-02
   155.0000       2.608352      8.8162310E-02
   160.0000       2.598105      8.7551095E-02
   165.0000       2.590972      9.3558878E-02
   170.0000       2.602951      9.8708272E-02
   175.0000       2.645471      9.2155792E-02
   180.0000       2.688445      8.1776880E-02
   185.0000       2.730111      7.4266180E-02
   190.0000       2.789400      6.5431371E-02
   195.0000       2.859026      5.3860288E-02
   200.0000       2.935287      4.0890232E-02
   205.0000       2.997077      2.7557543E-02
   210.0000       3.062745      4.1396610E-02
   215.0000       3.146021      5.9714835E-02
   220.0000       3.199428      8.2402430E-02
   225.0000       3.196611      8.2031250E-02
   230.0000       3.160743      7.3415764E-02
   235.0000       3.114100      6.1725214E-02
   240.0000       3.105176      5.6689821E-02
   245.0000       3.134631      5.7481430E-02
   250.0000       3.188313      7.2214849E-02
   255.0000       3.271766      0.1020927    
   260.0000       3.342119      0.1304720    
   265.0000       3.380134      0.1499519    
   270.0000       3.403309      0.1702833    
   275.0000       3.440267      0.1938860    
   280.0000       3.482620      0.2237622    
   285.0000       3.634767      0.2760104    
   290.0000       3.607579      0.2526833    
   295.0000       3.763407      0.3000920    
   300.0000       3.864702      0.3235912    
   305.0000       4.050522      0.3548221    
   310.0000       3.909397      0.3296392    
   315.0000       4.081301      0.3896905    
   320.0000       4.169281      0.4167466    
   325.0000       4.367381      0.4140658    
   330.0000       4.194515      0.3990976    
   335.0000       4.392717      0.3859345    
   340.0000       4.472270      0.3759724    
   345.0000       4.648068      0.3700953    
   350.0000       4.581164      0.4433080    
   355.0000       4.732462      0.3818458    
   360.0000       4.886446      0.3538246    
   365.0000       5.074871      0.2848339    
   370.0000       5.106656      0.3414608    
   375.0000       5.153852      0.2587011    
   380.0000       5.261108      0.2568814    
   385.0000       5.344392      0.2521574    
390 5.432064 7.6373018E-02
395 5.577219 6.1308630E-02
400 5.722335 5.8680493E-02
405 5.886062 8.0054305E-02
410 6.054308 9.7808987E-02
415 6.218947 0.1017376
420 6.399829 8.7825499E-02
425 6.541935 0.1026584
430 6.699322 0.1617412
435 6.810690 0.2129720
440 7.048489 0.3030303
445 7.180220 0.3510587
450 7.312283 0.3637430
455 7.427005 0.3331174
460 7.551027 0.3087173
465 7.729919 0.2552050
470 7.903903 0.1985934
475 8.055216 0.1473887
480 8.115087 0.1698247
485 8.172178 0.1773512
490 8.219693 0.1565502
495 8.250602 0.1232379
500 8.229836 0.1021227
505 8.193690 7.2450146E-02
510 8.136161 7.6024763E-02
515 8.085548 0.1000742
520 8.033186 0.1079473
525 7.964833 0.1180336
530 7.904126 0.1331126
535 7.831267 0.1245312
540 7.792892 0.1091068
545 7.771297 9.7659647E-02
550 7.768182 0.1120121
555 7.768838 0.1495925
560 7.762132 0.1677336
565 7.768316 0.1889139
570 7.751626 0.1689801
575 7.711589 0.1303505
580 7.671935 7.0895083E-02
585 7.612129 3.4232661E-02
590 7.561973 3.2290619E-02
595 7.555835 7.1569957E-02
600 7.494390 8.7491862E-02
605 7.383958 0.1079144
610 7.262777 0.1267707
615 7.157260 0.1729512
620 7.009056 0.1754961
625 6.940112 0.2221088
630 6.803418 0.2112989
635 6.676103 0.2030624
640 6.519687 0.2055600
645 6.366606 0.2311739
650 6.171429 0.2352120
655 5.976869 0.2262536
660 5.712759 0.2447570
665 5.439154 0.2830976
670 5.142677 0.3113749
675 4.836032 0.3475043
680 4.474596 0.3680177
685 4.165871 0.3357141
690 3.800734 0.3278846
695 3.510902 0.3325300
700 3.216326 0.3015149
705 2.916045 0.2462191
710 2.647197 0.2235624
715 2.329415 0.2046281
720 2.052727 0.1831252
725 1.775191 0.1490498
730 1.475498 0.1292166
735 1.213278 0.1265029
740 0.9648960 0.1472112
745 0.7192348 0.1875695
750 0.5133142 0.1998430
755 0.3171565 0.2340014
760 0.1548184 0.2748533
765 6.1884180E-02 0.3439397
770 -3.1656034E-02 0.3872987
775 -8.4523700E-02 0.4770416
780 -9.5975645E-02 0.5071921
785 -6.7909405E-02 0.5503941
790 7.7594914E-02 0.6115485
795 0.2090081 0.6275859
800 0.3429293 0.6463694
805 0.5563314 0.7296260
810 0.8642775 0.7904977
815 1.263774 0.3943508
820 1.694612 0.4145733
825 2.111856 0.4227298
830 2.506377 0.3700351
835 2.912292 0.3078957
840 3.186305 0.2674695
845 3.404387 0.2133083
850 3.600517 0.1774487
855 3.841674 0.1606946
860 4.096571 0.1772152
865 4.361510 0.2370498
870 4.599132 0.2751597
875 4.895408 0.2352795
880 5.268229 0.1737047
885 5.618187 0.1354010
890 5.953306 0.1146177
895 6.281296 0.1038284
900 6.636304 0.1135799
905 6.959774 0.1302417
910 7.238869 0.1269381
915 7.469258 0.1166341
920 7.650496 0.1202415
925 7.812911 0.1273030
930 7.948347 0.1272383
935 8.061858 0.1043488
940 8.155098 8.7304465E-02
945 8.253840 9.0490200E-02
950 8.349045 9.4682857E-02
955 8.414232 8.5524574E-02
960 8.338855 6.2687516E-02
965 8.402225 7.2450146E-02
970 8.450573 5.2228361E-02
975 8.476253 5.9734490E-02
980 8.534418 0.1087292
985 8.619177 0.1024082
990 8.720002 5.8983080E-02
