 X, Geoid 2D, 1D: comment                                           
   0.000           5.87           6.41
   5.000           5.82           6.24
  10.000           5.77           5.99
  15.000           5.69           5.88
  20.000           5.60           6.34
  25.000           5.50           6.50
  30.000           5.41           6.45
  35.000           5.33           6.71
  40.000           5.25           6.98
  45.000           5.20           7.03
  50.000           5.17           7.11
  55.000           5.15           6.91
  60.000           5.13           7.04
  65.000           5.10           7.16
  70.000           5.07           7.50
  75.000           5.06           7.49
  80.000           5.06           7.40
  85.000           5.07           7.31
  90.000           5.09           7.20
  95.000           5.11           7.15
 100.000           5.13           7.11
 105.000           5.15           6.84
 110.000           5.17           6.85
 115.000           5.18           6.93
 120.000           5.18           6.92
 125.000           5.16           7.06
 130.000           5.13           7.21
 135.000           5.10           7.36
 140.000           5.07           7.39
 145.000           5.03           7.38
 150.000           4.98           7.22
 155.000           4.91           7.19
 160.000           4.81           7.81
 165.000           4.72           7.93
 170.000           4.63           7.88
 175.000           4.56           7.86
 180.000           4.50           7.88
 185.000           4.44           7.87
 190.000           4.38           7.86
 195.000           4.34           7.83
 200.000           4.30           7.98
 205.000           4.27           7.98
 210.000           4.25           7.75
 215.000           4.23           7.75
 220.000           4.22           7.42
 225.000           4.17           6.78
 230.000           4.07           7.68
 235.000           3.95           8.14
 240.000           3.85           8.22
 245.000           3.78           8.14
 250.000           3.73           8.17
 255.000           3.72           8.14
 260.000           3.73           7.53
 265.000           3.75           7.50
 270.000           3.77           7.50
 275.000           3.78           7.53
 280.000           3.81           7.54
 285.000           3.85           7.58
 290.000           3.91           7.47
 295.000           3.97           7.25
 300.000           4.04           7.08
 305.000           4.09           7.11
 310.000           4.14           6.92
 315.000           4.19           7.01
 320.000           4.25           6.93
 325.000           4.30           6.66
 330.000           4.33           6.76
 335.000           4.36           6.60
 340.000           4.37           6.98
 345.000           4.39           7.00
 350.000           4.42           7.28
 355.000           4.47           6.97
 360.000           4.52           7.43
 365.000           4.59           7.03
 370.000           4.65           6.72
 375.000           4.68           7.22
 380.000           4.69           7.65
 385.000           4.71           7.50
 390.000           4.71           7.67
 395.000           4.71           8.09
 400.000           4.71           8.76
 405.000           4.72           8.81
 410.000           4.74           9.52
 415.000           4.78           9.69
 420.000           4.80          10.01
 425.000           4.83          10.34
 430.000           4.86          10.42
 435.000           4.92          10.22
 440.000           5.01          10.10
 445.000           5.11           9.85
 450.000           5.23           8.86
 455.000           5.34           8.10
 460.000           5.45           7.64
 465.000           5.63           6.63
 470.000           5.84           6.27
 475.000           6.00           9.88
 480.000           6.12          11.85
 485.000           6.23          10.84
 490.000           6.36           9.34
 495.000           6.44           8.09
 500.000           6.50           7.40
 505.000           6.56           6.20
 510.000           6.59           5.39
 515.000           6.58           4.84
 520.000           6.54           4.26
 525.000           6.47           3.71
 530.000           6.36           3.50
 535.000           6.22           3.44
 540.000           6.10           3.16
 545.000           5.99           2.68
 550.000           5.89           2.30
 555.000           5.79           1.92
 560.000           5.70           1.44
 565.000           5.61           0.95
 570.000           5.51           0.64
 575.000           5.39           0.33
 580.000           5.27           0.20
 585.000           5.16           0.12
 590.000           5.04          -0.01
 595.000           4.94          -0.15
 600.000           4.82          -0.19
 605.000           4.71          -0.20
 610.000           4.58          -0.23
 615.000           4.45          -0.25
 620.000           4.31          -0.27
 625.000           4.16          -0.28
 630.000           4.00          -0.29
 635.000           3.82          -0.31
 640.000           3.64          -0.33
 645.000           3.44          -0.36
 650.000           3.23          -0.40
 655.000           2.99          -0.45
 660.000           2.73          -0.64
 665.000           2.45          -0.84
 670.000           2.12          -0.95
 675.000           1.77          -0.98
 680.000           1.40          -0.95
 685.000           1.04          -1.01
 690.000           0.67          -0.99
 695.000           0.32          -0.92
 700.000          -0.02          -0.91
 705.000          -0.35          -0.95
 710.000          -0.67          -0.94
 715.000          -0.98          -0.95
 720.000          -1.27          -0.98
 725.000          -1.55          -0.99
 730.000          -1.81          -1.01
 735.000          -2.05          -1.04
 740.000          -2.27          -1.09
 745.000          -2.46          -1.14
 750.000          -2.63          -1.18
 755.000          -2.77          -1.23
 760.000          -2.87          -1.23
 765.000          -2.93          -1.05
 770.000          -2.96          -0.70
 775.000          -2.94          -0.49
 780.000          -2.87          -0.04
 785.000          -2.75           0.37
 790.000          -2.58           0.74
 795.000          -2.36           1.28
 800.000          -2.10           1.82
 805.000          -1.81           2.54
 810.000          -1.50           2.92
 815.000          -1.14           3.68
 820.000          -0.70           5.06
 825.000          -0.19           5.39
 830.000           0.35           4.99
 835.000           0.83           5.59
 840.000           1.25           6.00
 845.000           1.61           7.17
 850.000           1.97           7.81
 855.000           2.35           8.58
 860.000           2.72           8.59
 865.000           3.09           8.74
 870.000           3.47           8.97
 875.000           3.85           8.95
 880.000           4.24           9.21
 885.000           4.63           9.87
 890.000           5.00           9.48
 895.000           5.32           9.89
 900.000           5.63           9.93
 905.000           5.94           9.69
 910.000           6.19           9.76
 915.000           6.37          10.29
 920.000           6.51          11.00
 925.000           6.66          11.15
 930.000           6.81          10.51
 935.000           6.91          10.64
 940.000           7.03           9.96
 945.000           7.21           9.25
 950.000           7.42           7.86
 955.000           7.58           7.25
 960.000           7.74           7.75
 965.000           7.93           7.64
 970.000           8.13           7.62
 975.000           8.32           7.75
 980.000           8.53           7.76
 985.000           8.79           7.36
 990.000           9.04           6.75
 995.000           9.24           6.81
1000.000           9.38           7.18
1005.000           9.50           7.35
1010.000           9.60           7.41
1015.000           9.67           7.83
1020.000           9.73           7.83
1025.000           9.81           7.42
1030.000           9.90           6.90
1035.000           9.98           6.47
1040.000          10.02           6.27
1045.000           9.99           6.10
1050.000           9.92           6.63
1055.000           9.85           6.95
1060.000           9.87           6.90
1065.000           9.96           6.42
1070.000          10.09           5.70
1075.000          10.18           5.62
1080.000          10.25           5.22
1085.000          10.27           5.02
1090.000          10.25           4.91
1095.000          10.23           4.85
1100.000          10.23           4.75
1105.000          10.26           4.53
1110.000          10.30           4.36
1115.000          10.37           4.05
1120.000          10.44           3.98
1125.000          10.48           4.20
1130.000          10.53           4.90
1135.000          10.62           4.63
1140.000          10.75           3.98
1145.000          10.92           3.36
1150.000          11.12           3.13
1155.000          11.38           2.48
1160.000          11.64           2.16
1165.000          11.86           2.11
1170.000          12.04           2.13
1175.000          12.16           2.14
1180.000          12.21           2.34
1185.000          12.22           2.72
1190.000          12.20           3.08
1195.000          12.17           3.27
1200.000          12.14           3.45
1205.000          12.11           3.57
1210.000          12.06           3.53
1215.000          11.96           3.89
1220.000          11.85           4.24
1225.000          11.73           4.45
1230.000          11.62           4.74
1235.000          11.50           4.97
1240.000          11.39           5.16
1245.000          11.28           5.42
1250.000          11.18           5.75
1255.000          11.11           5.92
