 X, Geoid 2D, 1D: comment                                           
   0.000           1.95          13.04
   5.000           1.96          12.87
  10.000           1.95          12.62
  15.000           1.93          12.51
  20.000           1.89          12.97
  25.000           1.85          13.13
  30.000           1.81          13.09
  35.000           1.78          13.35
  40.000           1.76          13.61
  45.000           1.76          13.66
  50.000           1.78          13.75
  55.000           1.82          13.54
  60.000           1.86          13.67
  65.000           1.88          13.79
  70.000           1.91          14.13
  75.000           1.96          14.12
  80.000           2.02          14.04
  85.000           2.09          13.94
  90.000           2.17          13.84
  95.000           2.25          13.78
 100.000           2.33          13.75
 105.000           2.41          13.47
 110.000           2.49          13.49
 115.000           2.56          13.56
 120.000           2.62          13.55
 125.000           2.67          13.69
 130.000           2.70          13.84
 135.000           2.73          13.99
 140.000           2.76          14.02
 145.000           2.79          14.01
 150.000           2.81          13.85
 155.000           2.80          13.82
 160.000           2.77          14.45
 165.000           2.74          14.56
 170.000           2.73          14.51
 175.000           2.72          14.49
 180.000           2.72          14.51
 185.000           2.73          14.51
 190.000           2.75          14.50
 195.000           2.77          14.46
 200.000           2.80          14.61
 205.000           2.84          14.61
 210.000           2.89          14.38
 215.000           2.95          14.38
 220.000           3.01          14.06
 225.000           3.03          13.41
 230.000           3.00          14.31
 235.000           2.95          14.78
 240.000           2.93          14.86
 245.000           2.93          14.78
 250.000           2.95          14.81
 255.000           3.01          14.77
 260.000           3.10          14.16
 265.000           3.19          14.14
 270.000           3.28          14.13
 275.000           3.37          14.16
 280.000           3.47          14.17
 285.000           3.58          14.22
 290.000           3.72          14.10
 295.000           3.86          13.88
 300.000           4.00          13.71
 305.000           4.13          13.74
 310.000           4.25          13.56
 315.000           4.37          13.64
 320.000           4.50          13.56
 325.000           4.63          13.29
 330.000           4.74          13.40
 335.000           4.83          13.24
 340.000           4.92          13.62
 345.000           5.01          13.63
 350.000           5.12          13.91
 355.000           5.24          13.60
 360.000           5.36          14.07
 365.000           5.50          13.66
 370.000           5.63          13.36
 375.000           5.73          13.86
