Pressure (Pa): comment                                           
       24192
     5.000  -177.110   1421.79  5646.872     0 0 0 0231
     5.000  -181.852   1423.88  5804.124     0 0 0 0231
     5.000  -186.594   1425.97  5961.581     0 0 0 0231
     5.000  -191.337   1428.06  6119.275     0 0 0 0231
     5.000  -196.079   1430.15  6277.150     0 0 0 0231
     5.000  -200.822   1432.24  6435.262     0 0 0 0231
     5.000  -205.564   1434.33  6593.550     0 0 0 0231
     5.000  -210.306   1436.42  6752.043     0 0 0 0231
     5.000  -215.049   1438.51  6910.773     0 0 0 0231
     5.000  -219.791   1440.60  7069.682     0 0 0 0231
     5.000  -229.276   1444.77  7388.159     0 0 0 0231
     5.000  -238.760   1448.95  7707.439     0 0 0 0231
     5.000  -248.245   1453.13  8027.597     0 0 0 0231
     5.000  -257.730   1457.31  8348.595     0 0 0 0231
     5.000  -267.214   1461.49  8670.430     0 0 0 0231
     5.000  -276.699   1465.67  8993.187     0 0 0 0231
     5.000  -286.184   1469.85  9316.863     0 0 0 0231
     5.000  -290.926   1471.94  9479.041     0 0 0 0231
     5.000  -295.668   1474.03  9641.460     0 0 0 0231
     5.000  -300.411   1476.12  9804.166     0 0 0 0231
     5.000  -305.153   1478.21  9967.087     0 0 0 0231
     5.000  -314.638   1482.39 10293.993     0 0 0 0231
     5.000  -324.122   1486.57 10622.066     0 0 0 0231
     5.000  -333.607   1490.75 10951.121     0 0 0 0231
     5.000  -343.092   1494.92 11281.159     0 0 0 0231
     5.000  -352.577   1499.10 11612.181     0 0 0 0231
     5.000  -362.061   1503.28 11944.033     0 0 0 0231
     5.000  -371.546   1507.46 12276.684     0 0 0 0231
     5.000  -381.031   1511.64 12610.090     0 0 0 0231
     5.000  -390.515   1515.82 12944.223     0 0 0 0231
     5.000  -400.000   1520.00 13279.166     1 0 024233
    10.000    -1.691      0.00    17.086     1 0 0 0 12
    10.000    -2.523     27.96    37.083     0 0 0 9 11
    10.000    -3.114     45.35    53.317     0 0 0 0 91
    10.000    -3.588     59.14    66.336     0 0 0 0 91
    10.000    -4.062     72.72    79.356     0 0 0 0 91
    10.000    -4.536     86.13    92.376     0 0 0 0 91
    10.000    -5.010     99.37   105.396     0 0 0 0 91
    10.000    -5.484    112.45   118.416     0 0 0 0 91
    10.000    -5.959    125.39   131.463     0 0 0 0 91
    10.000    -6.907    150.71   157.503     0 0 0 0 91
    10.000    -7.381    163.13   170.523     0 0 0 0 91
    10.000    -7.855    175.38   183.542     0 0 0 0 91
    10.000    -8.329    187.47   196.562     0 0 0 0 91
    10.000    -9.278    211.19   222.629     0 0 0 0 91
    10.000   -10.226    234.25   248.669     0 0 0 0 91
    10.000   -11.417    262.27   281.383     0 0 014 91
    10.000   -12.123    283.16   301.468     0 0 0 0141
    10.000   -13.071    310.93   328.438     0 0 0 0141
    10.000   -14.020    338.41   355.436     0 0 0 0141
    10.000   -14.968    365.55   382.406     0 0 0 0141
    10.000   -15.916    392.38   409.376     0 0 0 0141
    11.000   -17.238    429.68   446.985     0 0 020141
    10.000   -19.710    465.66   527.262     0 0 0 0201
    10.000   -21.606    493.07   588.801     0 0 0 0201
    10.000   -23.503    520.61   650.338     0 0 0 0201
    10.000   -25.400    548.19   711.845     0 0 0 0201
    10.000   -27.297    575.77   773.323     0 0 0 0201
    10.000   -29.193    603.26   834.734     0 0 0 0201
    10.000   -31.090    630.60   896.147     0 0 0 0201
    10.000   -32.987    657.75   957.531     0 0 0 0201
    10.000   -34.883    684.63  1018.854     0 0 0 0201
    10.000   -36.780    711.18  1080.176     0 0 0 0201
    10.000   -39.625    750.41  1172.091     0 0 0 0201
    10.000   -42.470    789.10  1263.939     0 0 0 0201
    10.000   -45.315    827.19  1355.888     0 0 0 0201
    10.000   -48.160    864.41  1447.937     0 0 0 0201
    10.000   -51.005    900.79  1539.936     0 0 0 0201
    10.000   -53.851    936.47  1631.894     0 0 0 0201
    10.000   -56.696    971.48  1723.785     0 0 0 0201
    10.000   -59.541   1005.92  1815.637     0 0 0 0201
    10.000   -62.386   1039.87  1907.471     0 0 0 0201
    10.000   -65.231   1073.43  1999.261     0 0 0 0201
    10.000   -68.076   1106.68  2091.017     0 0 0 0201
    10.000   -72.818   1161.56  2243.871     0 0 0 0201
    10.000   -77.559   1215.78  2396.586     0 0 0 0201
    10.000   -82.301   1269.50  2549.266     0 0 0 0201
    10.000   -86.804   1320.00  2694.174     0 0 023201
    10.000   -91.785   1329.96  2855.124     0 0 0 0231
    10.000   -96.526   1339.44  3008.546     0 0 0 0231
    10.000  -101.268   1348.93  3162.213     0 0 0 0231
    10.000  -106.010   1358.41  3316.099     0 0 0 0231
    10.000  -110.752   1367.90  3470.184     0 0 0 0231
    10.000  -115.494   1377.38  3624.463     0 0 0 0231
    10.000  -120.235   1386.86  3778.904     0 0 0 0231
    10.000  -124.977   1396.35  3933.574     0 0 0 0231
    10.000  -129.719   1401.28  4088.443     0 0 0 0231
    10.000  -134.461   1403.36  4243.530     0 0 0 0231
    10.000  -139.202   1405.45  4398.816     0 0 0 0231
    10.000  -143.944   1407.53  4554.355     0 0 0 0231
    10.000  -148.686   1409.61  4710.111     0 0 0 0231
    10.000  -153.428   1411.69  4866.093     0 0 0 0231
    10.000  -158.170   1413.78  5022.287     0 0 0 0231
    10.000  -162.911   1415.86  5178.659     0 0 0 0231
    10.000  -167.653   1417.94  5335.282     0 0 0 0231
    10.000  -172.395   1420.03  5492.113     0 0 0 0231
    10.000  -177.137   1422.11  5649.150     0 0 0 0231
    10.000  -181.878   1424.19  5806.370     0 0 0 0231
    10.000  -186.620   1426.27  5963.827     0 0 0 0231
    10.000  -191.362   1428.36  6121.498     0 0 0 0231
    10.000  -196.104   1430.44  6279.374     0 0 0 0231
    10.000  -200.846   1432.52  6437.454     0 0 0 0231
    10.000  -205.587   1434.61  6595.710     0 0 0 0231
    10.000  -210.329   1436.69  6754.204     0 0 0 0231
    10.000  -215.071   1438.77  6912.911     0 0 0 0231
    10.000  -219.813   1440.85  7071.821     0 0 0 0231
    10.000  -229.296   1445.02  7390.233     0 0 0 0231
    10.000  -238.780   1449.18  7709.516     0 0 0 0231
    10.000  -248.263   1453.35  8029.609     0 0 0 0231
    10.000  -257.747   1457.52  8350.592     0 0 0 0231
    10.000  -267.230   1461.68  8672.396     0 0 0 0231
    10.000  -276.714   1465.85  8995.123     0 0 0 0231
    10.000  -286.197   1470.01  9318.733     0 0 0 0231
    10.000  -290.939   1472.10  9480.913     0 0 0 0231
    10.000  -295.681   1474.18  9643.334     0 0 0 0231
    10.000  -300.423   1476.26  9806.008     0 0 0 0231
    10.000  -305.165   1478.34  9968.946     0 0 0 0231
    10.000  -314.648   1482.51 10295.790     0 0 0 0231
    10.000  -324.132   1486.68 10623.867     0 0 0 0231
    10.000  -333.615   1490.84 10952.857     0 0 0 0231
    10.000  -343.099   1495.01 11282.865     0 0 0 0231
    10.000  -352.582   1499.17 11613.822     0 0 0 0231
    10.000  -362.066   1503.34 11945.677     0 0 0 0231
    10.000  -371.549   1507.50 12278.260     0 0 0 0231
    10.000  -381.033   1511.67 12611.634     0 0 0 0231
    10.000  -390.516   1515.83 12945.734     0 0 0 0231
    10.000  -400.000   1520.00 13280.645     1 0 024233
    15.000    -1.641      0.00    16.581     1 0 0 0 12
    15.000    -2.115     15.32    27.974     0 0 0 0 11
    15.000    -2.606     31.19    39.774     0 0 0 9 11
    15.000    -3.538     57.69    65.375     0 0 0 0 91
    15.000    -4.012     71.04    78.394     0 0 0 0 91
    15.000    -4.486     84.26    91.414     0 0 0 0 91
    15.000    -4.961     97.38   104.462     0 0 0 0 91
    15.000    -5.435    110.35   117.481     0 0 0 0 91
    15.000    -5.909    123.18   130.501     0 0 0 0 91
    15.000    -6.858    148.44   156.568     0 0 0 0 91
    15.000    -7.332    160.85   169.588     0 0 0 0 91
    15.000    -7.806    173.10   182.608     0 0 0 0 91
    15.000    -8.280    185.20   195.628     0 0 0 0 91
    15.000    -9.229    208.98   221.695     0 0 0 0 91
    15.000   -10.177    232.11   247.735     0 0 0 0 91
    15.000   -11.243    257.34   277.016     0 0 014 91
    15.000   -12.074    282.18   300.657     0 0 0 0141
    15.000   -13.023    310.21   327.655     0 0 0 0141
    15.000   -13.971    337.89   354.624     0 0 0 0141
    15.000   -14.920    365.28   381.623     0 0 0 0141
    15.000   -15.868    392.32   408.592     0 0 0 0141
    15.000   -16.982    423.64   440.284     0 0 020141
    15.000   -19.662    462.43   527.329     0 0 0 0201
    15.000   -21.559    490.19   588.907     0 0 0 0201
    15.000   -23.456    518.03   650.450     0 0 0 0201
    15.000   -25.353    545.92   711.963     0 0 0 0201
    15.000   -27.250    573.81   773.446     0 0 0 0201
    15.000   -29.147    601.59   834.893     0 0 0 0201
    15.000   -31.044    629.20   896.310     0 0 0 0201
    15.000   -32.941    656.60   957.697     0 0 0 0201
    15.000   -34.838    683.71  1019.055     0 0 0 0201
    15.000   -36.735    710.49  1080.378     0 0 0 0201
    15.000   -39.580    750.04  1172.296     0 0 0 0201
    15.000   -42.425    789.03  1264.144     0 0 0 0201
    15.000   -45.271    827.42  1356.126     0 0 0 0201
    15.000   -48.116    864.89  1448.174     0 0 0 0201
    15.000   -50.962    901.57  1540.204     0 0 0 0201
    15.000   -53.807    937.51  1632.125     0 0 0 0201
    15.000   -56.652    972.82  1724.011     0 0 0 0201
    15.000   -59.498   1007.59  1815.891     0 0 0 0201
    15.000   -62.343   1041.89  1907.716     0 0 0 0201
    15.000   -65.189   1075.88  1999.529     0 0 0 0201
    15.000   -68.034   1109.59  2091.259     0 0 0 0201
    15.000   -72.777   1165.43  2244.113     0 0 0 0201
    15.000   -77.519   1221.00  2396.835     0 0 0 0201
    15.000   -82.261   1276.61  2549.473     0 0 0 0201
    15.000   -85.950   1320.00  2668.137     0 0 023201
    15.000   -91.746   1331.59  2855.384     0 0 0 0231
    15.000   -96.488   1341.08  3008.828     0 0 0 0231
    15.000  -101.231   1350.56  3162.517     0 0 0 0231
    15.000  -105.973   1360.05  3316.392     0 0 0 0231
    15.000  -110.715   1369.53  3470.467     0 0 0 0231
    15.000  -115.458   1379.02  3624.766     0 0 0 0231
    15.000  -120.200   1388.50  3779.223     0 0 0 0231
    15.000  -124.943   1397.99  3933.915     0 0 0 0231
    15.000  -129.685   1401.64  4088.779     0 0 0 0231
    15.000  -134.427   1403.71  4243.863     0 0 0 0231
    15.000  -139.170   1405.79  4399.213     0 0 0 0231
    15.000  -143.912   1407.87  4554.751     0 0 0 0231
    15.000  -148.654   1409.94  4710.505     0 0 0 0231
    15.000  -153.397   1412.02  4866.518     0 0 0 0231
    15.000  -158.139   1414.09  5022.712     0 0 0 0231
    15.000  -162.882   1416.17  5179.148     0 0 0 0231
    15.000  -167.624   1418.25  5335.770     0 0 0 0231
    15.000  -172.366   1420.32  5492.600     0 0 0 0231
    15.000  -177.109   1422.40  5649.669     0 0 0 0231
    15.000  -181.851   1424.48  5806.921     0 0 0 0231
    15.000  -186.593   1426.55  5964.377     0 0 0 0231
    15.000  -191.336   1428.63  6122.081     0 0 0 0231
    15.000  -196.078   1430.71  6279.956     0 0 0 0231
    15.000  -200.821   1432.78  6438.068     0 0 0 0231
    15.000  -205.563   1434.86  6596.358     0 0 0 0231
    15.000  -210.305   1436.94  6754.851     0 0 0 0231
    15.000  -215.048   1439.01  6913.591     0 0 0 0231
    15.000  -219.790   1441.09  7072.501     0 0 0 0231
    15.000  -229.275   1445.24  7390.979     0 0 0 0231
    15.000  -238.759   1449.40  7710.261     0 0 0 0231
    15.000  -248.244   1453.55  8030.422     0 0 0 0231
    15.000  -257.729   1457.70  8351.439     0 0 0 0231
    15.000  -267.214   1461.86  8673.311     0 0 0 0231
    15.000  -276.698   1466.01  8996.038     0 0 0 0231
    15.000  -286.183   1470.16  9319.718     0 0 0 0231
    15.000  -290.926   1472.24  9481.933     0 0 0 0231
    15.000  -295.668   1474.32  9644.354     0 0 0 0231
