 Dist, Boug: comment                                           
   0.000         145.23
   5.000         146.16
  10.000         147.72
  15.000         149.72
  20.000         154.14
  25.000         158.14
  30.000         161.78
  35.000         166.07
  40.000         170.63
  45.000         174.71
  50.000         178.33
  55.000         181.51
  60.000         185.21
  65.000         189.72
  70.000         194.91
  75.000         199.54
  80.000         203.92
  85.000         208.18
  90.000         212.47
  95.000         216.96
 100.000         221.16
 105.000         225.31
 110.000         229.25
 115.000         232.74
 120.000         236.01
 125.000         239.35
 130.000         242.37
 135.000         245.21
 140.000         247.51
 145.000         249.00
 150.000         249.19
 155.000         250.57
 160.000         253.04
 165.000         254.76
 170.000         255.51
 175.000         255.86
 180.000         256.37
 185.000         256.66
 190.000         256.33
 195.000         256.14
 200.000         256.05
 205.000         254.95
 210.000         253.67
 215.000         252.27
 220.000         249.95
 225.000         248.39
 230.000         250.10
 235.000         250.71
 240.000         249.54
 245.000         247.27
 250.000         244.65
 255.000         241.39
 260.000         237.33
 265.000         233.17
 270.000         229.63
 275.000         225.52
 280.000         221.23
 285.000         217.10
 290.000         212.18
 295.000         207.99
 300.000         203.80
 305.000         200.14
 310.000         196.44
 315.000         192.87
 320.000         189.09
 325.000         184.74
 330.000         180.92
 335.000         176.62
 340.000         172.70
 345.000         167.92
 350.000         162.47
 355.000         156.23
 360.000         150.64
 365.000         142.76
 370.000         135.05
 375.000         128.44
 380.000         120.61
 385.000         111.02
 390.000         100.92
 395.000          90.51
 400.000          81.39
 405.000          72.44
 410.000          62.44
 415.000          53.97
 420.000          46.87
 425.000          40.61
 430.000          35.16
 435.000          30.04
 440.000          25.15
 445.000          20.73
 450.000          15.68
 455.000          11.86
 460.000           9.84
 465.000           6.20
 470.000           0.69
 475.000          -1.60
 480.000          -1.77
 485.000          -2.54
 490.000          -2.92
 495.000          -2.03
 500.000           0.76
 505.000           2.44
 510.000           4.62
 515.000           8.04
 520.000          11.27
 525.000          14.62
 530.000          18.19
 535.000          22.01
 540.000          25.38
 545.000          28.30
 550.000          31.64
 555.000          35.19
 560.000          38.26
 565.000          41.18
 570.000          44.22
 575.000          46.94
 580.000          49.37
 585.000          51.38
 590.000          53.07
 595.000          54.24
 600.000          55.51
 605.000          56.72
 610.000          57.51
 615.000          58.34
 620.000          58.96
 625.000          59.55
 630.000          60.05
 635.000          60.28
 640.000          60.49
 645.000          60.62
 650.000          60.59
 655.000          60.39
 660.000          60.14
 665.000          60.10
 670.000          60.36
 675.000          60.77
 680.000          60.99
 685.000          60.52
 690.000          59.76
 695.000          58.69
 700.000          57.19
 705.000          55.29
 710.000          53.33
 715.000          51.16
 720.000          48.73
 725.000          46.17
 730.000          43.30
 735.000          40.12
 740.000          36.77
 745.000          32.86
 750.000          28.61
 755.000          24.08
 760.000          19.81
 765.000          15.50
 770.000          10.74
 775.000           5.73
 780.000           0.09
 785.000          -6.00
 790.000         -12.53
 795.000         -19.74
 800.000         -26.48
 805.000         -32.30
 810.000         -37.10
 815.000         -41.83
 820.000         -46.89
 825.000         -52.37
 830.000         -58.90
 835.000         -62.77
 840.000         -68.56
 845.000         -70.92
 850.000         -73.59
 855.000         -74.70
 860.000         -76.19
 865.000         -78.08
 870.000         -78.98
 875.000         -80.41
 880.000         -80.95
 885.000         -82.69
 890.000         -86.34
 895.000         -86.98
 900.000         -89.48
 905.000         -92.52
 910.000         -93.53
 915.000         -91.61
 920.000         -87.16
 925.000         -84.48
 930.000         -83.37
 935.000         -79.25
 940.000         -75.71
 945.000         -74.38
 950.000         -74.01
 955.000         -70.41
 960.000         -66.53
 965.000         -64.61
 970.000         -62.23
 975.000         -58.87
 980.000         -55.99
 985.000         -54.82
 990.000         -54.90
 995.000         -53.16
1000.000         -51.41
1005.000         -51.29
1010.000         -51.65
1015.000         -50.66
1020.000         -49.77
1025.000         -50.47
1030.000         -52.00
1035.000         -53.57
1040.000         -54.79
1045.000         -55.51
1050.000         -53.97
1055.000         -53.19
1060.000         -53.70
1065.000         -54.61
1070.000         -55.46
1075.000         -54.29
1080.000         -48.53
1085.000         -36.87
1090.000         -30.67
1095.000         -26.18
1100.000         -24.66
1105.000         -24.33
1110.000         -23.80
1115.000         -24.24
1120.000         -28.15
1125.000         -38.52
1130.000         -41.92
1135.000         -39.71
1140.000         -35.20
1145.000         -28.44
1150.000         -19.48
1155.000         -13.97
1160.000         -12.12
1165.000         -11.01
1170.000         -10.53
1175.000         -10.61
1180.000         -10.28
1185.000          -9.61
1190.000          -9.19
1195.000          -9.57
1200.000         -10.14
1205.000         -11.20
1210.000         -13.04
1215.000         -13.77
1220.000         -14.42
1225.000         -16.07
1230.000         -17.34
1235.000         -18.63
1240.000         -19.82
1245.000         -20.22
1250.000         -21.18
1255.000         -20.94
