  0.0000000E+00  -1602.946       82.87531    
   5.000000      -1643.858       72.81084    
   10.00000      -1691.802       122.0852    
   15.00000      -1641.197       209.7587    
   20.00000      -1923.734       214.1766    
   25.00000      -2028.675       146.4800    
   30.00000      -2046.362       210.9436    
   35.00000      -2223.376       147.3063    
   40.00000      -2376.077       99.27499    
   45.00000      -2402.069       122.7968    
   50.00000      -2471.723       141.0632    
   55.00000      -2342.830       316.6897    
   60.00000      -2435.543       222.9218    
   65.00000      -2487.212       194.2449    
   70.00000      -2682.477       83.35809    
   75.00000      -2738.521       39.17738    
   80.00000      -2750.929       51.30970    
   85.00000      -2779.743       34.55302    
   90.00000      -2807.126       31.06549    
   95.00000      -2847.114       22.04186    
   100.0000      -2871.423       19.90342    
   105.0000      -2899.161       27.47287    
   110.0000      -2919.194       63.80854    
   115.0000      -2928.532       79.94956    
   120.0000      -2931.821       93.55212    
   125.0000      -3004.615       123.2312    
   130.0000      -3067.495       147.8418    
   135.0000      -3145.017       129.6533    
   140.0000      -3177.283       168.1544    
   145.0000      -3173.681       210.3711    
   150.0000      -3042.495       448.1393    
   155.0000      -3038.004       502.1590    
   160.0000      -3392.219       168.6525    
   165.0000      -3471.088       32.24903    
   170.0000      -3456.155       101.0464    
   175.0000      -3459.503       85.44263    
   180.0000      -3487.535       148.7568    
   185.0000      -3498.267       164.5303    
   190.0000      -3508.386       158.8850    
   195.0000      -3470.581       237.3839    
   200.0000      -3524.244       150.0341    
   205.0000      -3511.950       129.9059    
   210.0000      -3381.387       206.4529    
   215.0000      -3366.461       187.2894    
   220.0000      -3175.698       450.5207    
   225.0000      -2796.169       852.3615    
   230.0000      -3314.524       366.1305    
   235.0000      -3573.861       72.40626    
   240.0000      -3603.103       9.418160    
   245.0000      -3562.574       77.90051    
   250.0000      -3590.658       14.79781    
   255.0000      -3597.346       8.030477    
   260.0000      -3205.751       389.9362    
   265.0000      -3207.130       195.5841    
   270.0000      -3116.107       220.4898    
   275.0000      -3109.210       254.0541    
   280.0000      -3052.884       236.8712    
   285.0000      -3013.850       223.0544    
   290.0000      -2827.042       238.9664    
   295.0000      -2663.013       401.3233    
   300.0000      -2544.335       434.1962    
   305.0000      -2513.180       469.0326    
   310.0000      -2428.682       401.7869    
   315.0000      -2410.126       472.2399    
   320.0000      -2307.172       615.5942    
   325.0000      -2131.761       514.1401    
   330.0000      -2142.529       430.9160    
   335.0000      -1990.209       372.4715    
   340.0000      -2137.429       267.3953    
   345.0000      -1999.595       399.9704    
   350.0000      -2029.531       499.2785    
   355.0000      -1714.971       630.7678    
   360.0000      -1846.583       500.2011    
   365.0000      -1481.327       352.6531    
   370.0000      -1264.051       259.0631    
   375.0000      -1214.648       341.0226    
   380.0000      -1182.813       303.4355    
   385.0000      -992.9272       217.4296    
390 -888.5678 186.0908
395 -742.5440 209.9468
400 -684.4509 199.1005
405 -574.1111 178.6916
410 -399.1603 161.6340
415 -241.7200 87.57067
420 -170.5348 36.66117
425 -120.8180 30.11576
430 -88.29282 58.63312
435 -14.44047 151.6495
440 50.46101 146.1519
445 121.5281 183.4217
450 235.4908 264.8374
455 282.7003 302.2747
460 188.9582 173.1303
465 288.8040 235.5270
470 649.2535 408.3691
475 690.2269 372.2381
480 568.1391 407.8561
485 655.9434 372.0439
490 751.4072 294.3632
495 765.4818 241.8187
500 643.5085 188.3333
505 761.7451 223.8039
510 759.0781 181.9559
515 700.1131 188.4185
520 636.2574 148.0715
525 638.9578 148.3885
530 541.1570 129.8707
535 384.8140 110.0805
540 303.1953 90.99088
545 304.6490 75.94867
550 255.8847 73.33089
555 204.0426 67.61460
560 197.8198 129.0738
565 186.6451 152.6550
570 143.8636 122.0568
575 102.9852 84.89390
580 62.25112 74.34235
585 24.88250 61.73000
590 10.90114 35.25467
595 15.83693 54.64914
600 5.620754 41.51761
605 -9.905138 20.14722
610 -19.93985 7.470970
615 -32.02058 8.861151
620 -42.55006 14.42482
625 -53.55556 17.77014
630 -66.78207 16.32809
635 -78.52596 14.57537
640 -89.60565 11.90197
645 -99.65494 9.868924
650 -106.3385 9.246514
655 -112.2268 10.48706
660 -126.9043 10.71395
665 -157.6971 30.59137
670 -259.4008 92.06434
675 -397.8460 124.3780
680 -546.7323 135.0540
685 -654.7909 149.9480
690 -743.9131 165.1035
695 -832.8793 138.9782
700 -898.4585 121.1561
705 -932.4265 122.0172
710 -980.8741 89.79601
715 -1031.625 46.70740
720 -1063.827 28.39234
725 -1116.945 32.55907
730 -1153.771 26.75013
735 -1179.411 30.36726
740 -1201.954 23.26569
745 -1212.413 19.09375
750 -1213.819 24.33611
755 -1207.484 38.41634
760 -1206.094 39.35011
765 -1187.881 64.13351
770 -1152.444 107.7547
775 -1110.208 138.8406
780 -1033.314 169.8492
785 -915.2310 233.1295
790 -767.2609 255.8032
795 -609.3966 244.1796
800 -402.2798 162.4419
805 -247.1660 69.23241
810 -188.6977 57.94500
815 -117.9087 15.43247
820 44.45574 129.1432
825 266.1205 262.0495
830 637.7000 361.6412
835 732.8480 468.6389
840 886.4486 323.3927
845 746.6312 198.5165
850 816.0864 180.3500
855 865.7379 227.6159
860 905.9007 134.5306
865 946.2561 165.9158
870 945.7537 221.9295
875 1059.952 258.6743
880 1076.584 207.7959
885 1197.901 217.5274
890 1405.895 183.4336
895 1244.794 234.7021
900 1317.416 257.7671
905 1534.286 319.2167
910 1598.216 294.2664
915 1482.976 212.8289
920 1253.812 238.7317
925 1210.684 287.2180
930 1360.391 254.8517
935 1065.087 169.3778
940 904.5867 103.0973
945 981.0945 129.7403
950 1192.493 105.9868
955 1028.920 168.6062
960 894.9993 232.3140
965 950.9250 262.4065
970 967.0317 260.1904
975 888.5861 176.6086
980 840.2835 199.2306
985 943.1179 137.2054
990 1130.507 174.8458
995 1119.114 175.5243
1000 1032.090 169.9176
1005 1030.880 151.9851
1010 1056.276 190.2633
1015 949.6099 257.8018
1020 855.9654 272.3156
1025 883.7452 273.1840
1030 975.8274 340.6282
1035 1040.983 294.4524
1040 1047.730 276.9494
1045 1042.345 261.7310
1050 767.1436 248.1174
1055 604.6910 218.1776
1060 559.7986 195.5731
1065 679.6063 262.7695
1070 895.3923 415.3258
1075 862.1140 509.6788
1080 850.5900 390.4752
1085 656.3574 254.3481
1090 510.7880 190.7330
1095 401.1241 174.2827
1100 350.0135 190.1890
1105 344.1374 154.8829
1110 315.5855 137.6195
1115 370.9987 198.7265
1120 427.6872 276.4302
1125 480.0421 298.3241
1130 429.1036 248.5451
1135 365.9346 149.9063
1140 378.2779 186.3952
1145 337.0435 144.6970
1150 231.3776 64.52470
1155 358.3750 135.9632
1160 498.8679 129.2287
1165 565.2789 179.8221
1170 607.0338 196.2013
1175 651.4284 196.9814
1180 627.9271 135.5031
1185 533.3601 155.7504
1190 453.8183 143.6740
1195 431.3514 161.6652
1200 413.1700 172.7453
1205 421.5197 242.6023
1210 482.1445 265.8754
1215 398.7792 170.0947
1220 314.3920 87.59925
1225 298.7286 69.87643
1230 260.3047 43.85352
1235 226.3652 35.95691
1240 205.7146 38.98318
1245 156.1295 45.64652
1250 80.01442 44.84440
1255 58.56674 40.70760
