>  	  27
 >  	  218  #ffff00
 0.000000 	 -0.429598 
5.000000 	 -0.518834 
10.000000 	 -0.625055 
15.000000 	 -0.657236 
20.000000 	 -0.616138 
25.000000 	 -0.535102 
30.000000 	 -0.413929 
35.000000 	 -0.333483 
40.000000 	 -0.199883 
45.000000 	 -0.108680 
50.000000 	 -0.126687 
55.000000 	 -0.160564 
60.000000 	 -0.107699 
65.000000 	 -0.069401 
70.000000 	 -0.113673 
75.000000 	 -0.094617 
80.000000 	 -0.084484 
85.000000 	 -0.087724 
90.000000 	 -0.098549 
95.000000 	 -0.085710 
100.000000 	 -0.058416 
105.000000 	 -0.048025 
110.000000 	 -0.011873 
115.000000 	 0.054760 
120.000000 	 0.097060 
125.000000 	 0.098372 
130.000000 	 0.110946 
135.000000 	 0.148303 
140.000000 	 0.274309 
145.000000 	 0.366186 
150.000000 	 0.316156 
155.000000 	 0.283326 
160.000000 	 0.298735 
165.000000 	 0.266453 
170.000000 	 0.286359 
175.000000 	 0.281804 
180.000000 	 0.249954 
185.000000 	 0.257191 
190.000000 	 0.295585 
195.000000 	 0.383175 
200.000000 	 0.388064 
205.000000 	 0.339988 
210.000000 	 0.290370 
215.000000 	 0.292165 
220.000000 	 0.263215 
225.000000 	 0.389124 
230.000000 	 0.479347 
235.000000 	 0.547433 
240.000000 	 0.559375 
245.000000 	 0.443573 
250.000000 	 0.378571 
255.000000 	 0.501643 
260.000000 	 0.698149 
265.000000 	 0.693076 
270.000000 	 0.679420 
275.000000 	 0.668499 
280.000000 	 0.614976 
285.000000 	 0.522635 
290.000000 	 0.383035 
295.000000 	 0.360647 
300.000000 	 0.338921 
305.000000 	 0.265848 
310.000000 	 0.183887 
315.000000 	 0.136207 
320.000000 	 0.086443 
325.000000 	 0.061796 
330.000000 	 0.025644 
335.000000 	 -0.004416 
340.000000 	 -0.017195 
345.000000 	 -0.024880 
350.000000 	 -0.035117 
355.000000 	 -0.044330 
360.000000 	 -0.052574 
365.000000 	 -0.058735 
370.000000 	 -0.063003 
375.000000 	 -0.065508 
380.000000 	 -0.067210 
385.000000 	 -0.066743 
390.000000 	 -0.067126 
395.000000 	 -0.066748 
400.000000 	 -0.065797 
